id,Headline,Date,Year,Newspaper,sentiment_label,sentiment_score
11567,GEACHTE LEZER,2019-08-14,2019,De Telegraaf,NEG,-0.4725145788297983
11568,GEACHTE LEZER,2019-09-21,2019,De Telegraaf,NEG,-0.8013596730820826
11569,GEACHTE LEZER,2019-08-30,2019,De Telegraaf,NEG,-0.8457457554424301
11570,GEACHTE LEZER,2019-08-31,2019,De Telegraaf,POS,0.9922056003488186
11571,GEACHTE LEZER,2019-09-19,2019,De Telegraaf,NEG,-0.450796821113185
11572,GEACHTE LEZER,2020-05-19,2020,De Telegraaf,NEG,-0.8107474911809072
11573,"Geachte lezer,",2015-06-11,2015,De Telegraaf,NEU,-0.1884243442764451
11574,"geachte lezer,",2015-12-23,2015,De Telegraaf,NEG,-0.5075921603351627
11575,"Geachte lezer,",2015-01-20,2015,De Telegraaf,NEG,-0.9716399351105117
11576,GEACHTE LEZER,2017-04-27,2017,De Telegraaf,NEG,-0.24333228858157704
11577,geachte redactie,2018-09-05,2018,de Volkskrant,NEG,-0.8092331202897207
11578,Geachte redactie,2018-09-11,2018,de Volkskrant,NEG,-0.2796623808565782
11579,geachte redactie,2018-10-31,2018,de Volkskrant,POS,0.5226285647127183
11580,Geachte redactie,2018-11-08,2018,de Volkskrant,NEG,-0.642828533798165
11581,Geachte redactie,2018-12-20,2018,de Volkskrant,NEG,-0.4669552083371749
11582,Geachte redactie,2019-04-02,2019,de Volkskrant,POS,0.9795762548542466
11583,Geachte redactie,2019-04-24,2019,de Volkskrant,POS,0.8971913250122796
11584,Geachte redactie,2019-07-08,2019,de Volkskrant,NEG,-0.9645173341151806
11585,Geachte redactie,2019-08-28,2019,de Volkskrant,NEG,-0.9396292580702021
11586,geachte redactie,2019-08-30,2019,de Volkskrant,NEG,-0.8335058133606134
11587,Geachte redactie,2015-04-20,2015,de Volkskrant,NEG,-0.8957191376227363
11588,Geachte redactie,2019-12-19,2019,de Volkskrant,NEG,-0.8104910169181078
11589,geachte redactie,2020-01-22,2020,de Volkskrant,NEG,-0.8999055713164115
11590,Geachte redactie,2020-02-20,2020,de Volkskrant,NEG,-0.7561165453811749
11591,Geachte redactie,2019-10-29,2019,de Volkskrant,NEU,-0.015817103658072047
11592,geachte redactie,2020-08-26,2020,de Volkskrant,NEU,-0.1368557938986468
11593,Geachte redactie,2021-06-22,2021,de Volkskrant,NEG,-0.8472735554199462
11594,Geachte redactie,2021-07-09,2021,de Volkskrant,NEG,-0.8946400123551675
11595,Geachte redactie,2021-10-06,2021,de Volkskrant,NEG,-0.6937478128509443
11596,Geachte redactie,2021-12-22,2021,de Volkskrant,POS,0.9331732174928
11597,Geachte redactie,2022-12-01,2022,de Volkskrant,NEG,-0.4138542400434983
11598,Geachte redactie,2015-06-01,2015,de Volkskrant,NEG,-0.5673553639423828
11599,Geachte redactie,2015-12-04,2015,de Volkskrant,NEG,-0.9075590763475989
11600,Geachte redactie,2016-05-31,2016,de Volkskrant,POS,0.8956088873780581
11601,Geachte redactie,2016-08-16,2016,de Volkskrant,NEG,-0.8585026505911175
11602,Geachte redactie,2016-10-25,2016,de Volkskrant,POS,0.2692561468103774
11603,geachte redactie,2017-02-03,2017,de Volkskrant,NEG,-0.37020611968298955
11604,Geachte redactie,2017-02-23,2017,de Volkskrant,NEG,-0.24776034783069714
11605,geachte redactie,2017-12-01,2017,de Volkskrant,NEG,-0.7582572556933995
11606,geachte redactie,2017-01-11,2017,de Volkskrant,NEG,-0.8186251608956897
11607,Geachte redactie,2023-04-24,2023,de Volkskrant,NEU,-0.07979533338964351
11608,Geachte redactie,2023-10-23,2023,de Volkskrant,NEG,-0.649873404796194
11609,geachte redactie,2017-05-30,2017,de Volkskrant,POS,0.38811018524593294
11610,Geachte redactie,2024-04-20,2024,de Volkskrant,POS,0.8111181385445688
11611,Geachte redactie,2024-07-30,2024,de Volkskrant,NEG,-0.6767220980907115
11612,Geachte redactie,2025-04-07,2025,de Volkskrant,NEG,-0.8680014892129091
11613,Geachte redactie,2025-08-16,2025,de Volkskrant,NEG,-0.5400514884536974
11614,Geachte redactie,2024-06-08,2024,de Volkskrant,NEG,-0.8537099002112996
11615,Geachte redactie,2022-07-16,2022,de Volkskrant,NEG,-0.5768638099221607
11616,Geachte Redactie,2018-02-07,2018,de Volkskrant,NEG,-0.38210998141138924
11617,Geachte redactie,2018-03-08,2018,de Volkskrant,NEG,-0.8624676640630655
11618,Geachte redactie,2018-05-22,2018,de Volkskrant,NEG,-0.9835278410856285
11619,geachte redactie,2018-06-13,2018,de Volkskrant,NEG,-0.23831074923809878
11620,Geachte redactie,2019-08-06,2019,de Volkskrant,NEG,-0.8404809792252469
11621,Geachte redactie,2019-09-02,2019,de Volkskrant,NEG,-0.9350879648897914
11622,Geachte redactie,2019-09-05,2019,de Volkskrant,NEG,-0.4253341000785208
11623,Geachte redactie,2019-09-20,2019,de Volkskrant,NEG,-0.884514753195492
11624,geachte redactie,2019-09-26,2019,de Volkskrant,POS,0.9917554281526234
11625,geachte redactie,2019-10-15,2019,de Volkskrant,NEG,-0.5812162667052462
11626,Geachte redactie,2019-10-17,2019,de Volkskrant,POS,0.36455718910302926
11627,Geachte redactie,2020-01-20,2020,de Volkskrant,NEG,-0.712799851623806
11628,Geachte redactie,2020-01-23,2020,de Volkskrant,POS,0.4515485855519126
11629,Geachte redactie,2019-11-21,2019,de Volkskrant,NEG,-0.8597305226846238
11630,geachte redactie,2017-06-06,2017,de Volkskrant,NEG,-0.9472513382633867
11631,Geachte redactie,2019-11-27,2019,de Volkskrant,POS,0.40393222737966294
11632,Geachte redactie,2021-07-12,2021,de Volkskrant,NEG,-0.8549679397850422
11633,Geachte redactie,2021-07-17,2021,de Volkskrant,NEG,-0.8799717060939346
11634,Geachte redactie,2021-07-29,2021,de Volkskrant,NEG,-0.626496584190581
11635,Geachte redactie,2021-08-25,2021,de Volkskrant,NEU,-0.03183253057578426
11636,Geachte redactie,2021-10-08,2021,de Volkskrant,NEG,-0.8888518263611564
11637,Geachte redactie,2021-10-29,2021,de Volkskrant,POS,0.5062309080655037
11638,Geachte redactie,2021-11-09,2021,de Volkskrant,NEG,-0.8413243694546877
11639,Geachte redactie,2022-01-21,2022,de Volkskrant,NEG,-0.7759724798156449
11640,Geachte redactie,2022-12-09,2022,de Volkskrant,POS,0.3794091037688198
11641,geachte redactie,2018-06-22,2018,de Volkskrant,POS,0.9477349692466069
11642,Geachte redactie,2016-01-13,2016,de Volkskrant,NEG,-0.4909097160023227
11643,Geachte redactie,2016-06-15,2016,de Volkskrant,NEG,-0.45513752039831656
11644,Geachte redactie,2016-08-31,2016,de Volkskrant,POS,0.301466061204521
11645,geachte redactie,2017-02-22,2017,de Volkskrant,POS,0.9623003052598846
11646,geachte redactie,2017-01-12,2017,de Volkskrant,NEU,0.03310829617734947
11647,Geachte redactie,2023-12-30,2023,de Volkskrant,NEG,-0.8343674085063073
11648,Geachte redactie,2024-08-30,2024,de Volkskrant,POS,0.5032973780675823
11649,Geachte redactie,2024-10-01,2024,de Volkskrant,POS,0.706012725070723
11650,Geachte redactie,2025-06-23,2025,de Volkskrant,NEG,-0.7649767863409875
11651,Geachte redactie,2025-09-27,2025,de Volkskrant,NEG,-0.8472474076920539
11652,Geachte redactie,2019-01-15,2019,de Volkskrant,NEG,-0.6129602969960525
11653,Geachte redactie,2025-10-31,2025,de Volkskrant,NEG,-0.2138615416930894
11654,Geachte redactie,2020-01-31,2020,de Volkskrant,NEG,-0.9825062440676391
11655,Geachte redactie,2021-11-10,2021,de Volkskrant,NEG,-0.9234486097461568
11656,Geachte redactie,2019-05-08,2019,de Volkskrant,NEG,-0.8686690381250018
11657,Geachte redactie,2019-08-19,2019,de Volkskrant,NEG,-0.9738053087869768
11658,Geachte redactie,2019-07-15,2019,de Volkskrant,NEU,0.12826949880451427
11659,Geachte redactie,2019-07-16,2019,de Volkskrant,NEU,0.037175666872503454
11660,Geachte redactie,2019-07-24,2019,de Volkskrant,NEG,-0.27915681501808365
11661,Geachte redactie,2015-08-10,2015,de Volkskrant,POS,0.374952367017846
11662,Gebiedsverbod L. ter discussie,2019-04-11,2019,De Telegraaf,NEG,-0.8899498242457702
11663,Gebiologeerd  door het vogeltje,2015-04-18,2015,de Volkskrant,NEG,-0.8461371196674804
11664,Gebod; TV Column,2016-01-19,2016,De Telegraaf,NEG,-0.8259024698368602
11665,Geboeid en met blinddoek,2016-10-29,2016,De Telegraaf,NEG,-0.5151210012694704
11666,Geboeid maar zonder gordel in politiebus: boete,2016-01-27,2016,AD/Algemeen Dagblad,NEG,-0.8108228660494184
11667,Geboeide man die met dienstwagen vluchtte nog steeds onvindbaar,2021-07-20,2021,AD/Algemeen Dagblad,NEG,-0.8709864628034986
11668,Geboren en bedrogen,2024-05-22,2024,de Volkskrant,NEG,-0.7312009713362446
11669,Geboren voor het noodlot,2015-02-04,2015,AD/Algemeen Dagblad,NEG,-0.735425079711034
11670,Gebouw van drugskoning Escobar opgeblazen,2019-02-25,2019,de Volkskrant,NEG,-0.8674452101991278
11671,"Gebrek aan alles, behalve aan lijden",2019-01-29,2019,AD/Algemeen Dagblad,NEG,-0.8774187168787222
11672,Gebrek aan ervaring kost impact,2017-01-24,2017,De Telegraaf,NEU,0.008451417455744452
11673,Gebrek aan personeel leidt tot lege cellen in de bajes,2024-03-14,2024,AD/Algemeen Dagblad,NEG,-0.7651694335346405
11674,Gebruik je verstand; CHECKPOINT Aanbevelingen rijksoverheid,2015-10-17,2015,De Telegraaf,NEG,-0.5681537844859862
11675,Gebruik misdaadgeld,2019-03-29,2019,De Telegraaf,NEG,-0.6408133461336963
11676,Gebruik narcosedrug zorgwekkend,2019-10-08,2019,AD/Algemeen Dagblad,NEG,-0.8599263618565678
11677,Gebruik van cocaïne neemt iets toe,2019-02-15,2019,de Volkskrant,NEG,-0.4059204469910517
11678,Gebruik van crystal meth in Amsterdam fors gestegen,2019-03-15,2019,AD/Algemeen Dagblad,NEG,-0.37126368511476804
11679,Gebruik van lachgas is inmiddels om te janken,2022-10-08,2022,AD/Algemeen Dagblad,NEG,-0.24365259638864256
11680,Gebruik vuurwapens stijgt onrustbarend,2019-12-30,2019,De Telegraaf,NEG,-0.41761749407110954
11681,Gebruiker drugs heeft ook schuld,2021-08-02,2021,AD/Algemeen Dagblad,NEG,-0.692569911270527
11682,Gebruiker hier haalt neus op voor Assads drug,2024-12-17,2024,AD/Algemeen Dagblad,NEG,-0.4988687803865305
11683,Gebruikers gewezen op drugsgeweld,2023-10-03,2023,De Telegraaf,NEG,-0.6894909958565514
11684,Gebruikers van xtc zijn heel dom,2016-07-02,2016,De Telegraaf,NEG,-0.8261224171556657
11685,Gebruikersafvalrace,2019-06-12,2019,de Volkskrant,NEG,-0.6581696041482135
11686,Gebruikersbus moet overlast in park tegengaan,2025-04-16,2025,De Telegraaf,NEG,-0.6702167679130191
11687,"Gebuild, geblutst, gewond",2024-06-15,2024,de Volkskrant,NEG,-0.5851536228880597
11688,Gecancelde Will Smith maakt zijn rentree op het witte doek,2024-06-05,2024,AD/Algemeen Dagblad,POS,0.847965938553897
11689,Gedaagd om roman; Emma Curvers,2015-01-03,2015,De Telegraaf,NEG,-0.9348644319229147
11690,Gedachten achter in beveiligde auto,2019-12-17,2019,De Telegraaf,NEG,-0.5870919328226476
11691,Gedane zaken,2019-01-28,2019,de Volkskrant,NEG,-0.7648519707912145
11692,Gedenksteen voor studente,2022-03-03,2022,De Telegraaf,NEG,-0.819791133060566
11693,Gederadicaliseerd,2018-09-29,2018,de Volkskrant,NEG,-0.7698210862204331
11694,Gedetailleerd beschrijft Nutt hoe alcohol zijn werk doet,2021-01-23,2021,de Volkskrant,POS,0.7908736952212374
11695,Gedetineerde provoceert met jas van bewaker,2019-02-06,2019,De Telegraaf,NEG,-0.9556331094726904
11696,Gedicht,2018-08-28,2018,de Volkskrant,NEG,-0.6074990908886063
11697,Gedisciplineerde ontregelaar,2016-07-14,2016,de Volkskrant,NEG,-0.44614569800210274
11698,Gedode Brabanders zaten in xtc-handel; Liquidaties van Tompson en Van der Burg nog onopgelost,2015-06-17,2015,De Telegraaf,NEG,-0.8058586810361019
11699,Gedode Wisam eerder mishandeld; Conflict met tweelingbroers,2021-07-27,2021,De Telegraaf,NEG,-0.7269751552136681
11700,Gedogen harddrugs is geen oplossing,2019-02-14,2019,de Volkskrant,NEG,-0.8821974378530764
11701,Gedonder in IJburg,2019-02-09,2019,de Volkskrant,NEG,-0.9176436062320498
11702,Gedood om tien euro drugsschuld,2021-03-19,2021,De Telegraaf,NEG,-0.9043247550928935
11703,Gedood om tien euro drugsschuld,2021-03-19,2021,De Telegraaf,NEG,-0.9621233769416544
11704,Gedoogbeleid niet meer te handhaven,2016-10-27,2016,De Telegraaf,NEG,-0.8232587475442001
11705,Gedrag Promes afkeuren,2024-03-20,2024,De Telegraaf,NEU,-0.12583375072608566
11706,Gedrag voetbalsterren slaat door naar tribune,2023-08-03,2023,De Telegraaf,NEG,-0.9212033734866374
11707,Gedrogeerd en bestolen,2016-11-24,2016,De Telegraaf,NEG,-0.6716621088120421
11708,Gedrogeerde wegpiraat klemgereden,2019-05-31,2019,De Telegraaf,POS,0.392371008497032
11709,Geduld van Tweede Kamer met departement is op,2016-01-27,2016,de Volkskrant,NEG,-0.7888909462970772
11710,Gedupeerden xtc-lab helpen,2019-02-05,2019,De Telegraaf,NEG,-0.5927146316280109
11711,Gedwongen alcohol taboe,2018-07-04,2018,De Telegraaf,NEG,-0.6457770391222427
11712,Geef de touwtjes eens uit handen,2021-02-22,2021,de Volkskrant,NEG,-0.7888578399127065
11713,Geef een man geld en hij koopt een hengel,2015-11-03,2015,de Volkskrant,POS,0.9495863042243323
11714,"Geef je geld weg, word gelukkig",2016-12-06,2016,AD/Algemeen Dagblad,POS,0.9733489825696373
11715,Geef je over aan amapiano,2022-09-30,2022,de Volkskrant,POS,0.5100276338657489
11716,Geef jezelf wat in je jeugd ontbrak,2016-11-01,2016,AD/Algemeen Dagblad,NEG,-0.8936710946050934
11717,"Geef koeien gras en geen kruiden, want dat geeft maar gas",2018-08-17,2018,de Volkskrant,NEG,-0.5997320931467913
11718,Geef mishandelaars niet de eer van een 'diepere betekenis' van hun holle klappen,2021-07-29,2021,de Volkskrant,NEG,-0.8380188818029113
11719,Geef nabestaanden een stem bij gratie,2022-08-11,2022,De Telegraaf,NEU,-0.11194285863539355
11720,Geef nooit strijd tegen fietsendief op,2020-09-02,2020,AD/Algemeen Dagblad,POS,0.9430157161569535
11721,Geef ondernemers met ambitie volop de ruimte,2023-02-18,2023,AD/Algemeen Dagblad,NEG,-0.8780312034764158
11722,Geef politie meer middelen,2017-01-03,2017,De Telegraaf,NEU,0.16081448798735548
11723,Geef Roelf B. de zwaarste straf,2019-08-15,2019,De Telegraaf,NEG,-0.6247331808028931
11724,"Geef tbs'ers een tweede kans: wie gezien wordt, heeft iets te verliezen",2025-08-06,2025,de Volkskrant,NEG,-0.9102689904620053
11725,Geef voorbeeld en pak reljeugd hard aan,2022-10-20,2022,De Telegraaf,NEG,-0.810281197709265
11726,Geeft hij Mexico een nieuw begin?,2018-07-03,2018,de Volkskrant,NEG,-0.6088150287717472
11727,Geeft Ronnie Flex het goede voorbeeld?,2018-01-25,2018,de Volkskrant,POS,0.20424272246440137
11728,Geeltje en meier dierbaar,2016-07-19,2016,De Telegraaf,NEG,-0.3218727382167801
11729,Geelvleugel illegaal? Verfje erover,2020-02-18,2020,de Volkskrant,NEG,-0.4228967484645068
11730,Geen 'blauwe muur van stilte' in proces rond George Floyd,2021-04-10,2021,AD/Algemeen Dagblad,NEG,-0.9375925440263773
11731,"Geen 'FBI- eenheid', wel 350 man tegen drugsmaffia",2019-10-04,2019,AD/Algemeen Dagblad,NEG,-0.20008037647066435
11732,"Geen 'war on drugs', wel het gesprek; 'Roep om legalisering vind ik wegkijkpolitiek'",2021-12-30,2021,De Telegraaf,NEU,-0.07525810528966816
11733,Geen ’witte’ kerst meer in haven,2016-12-21,2016,De Telegraaf,NEG,-0.9355582695956922
11734,"Geen aanwijzing voor drugslab, reddingsoperatie is afgerond",2024-12-10,2024,de Volkskrant,POS,0.3706253270733812
11735,Geen alternatief,2015-12-01,2015,de Volkskrant,NEG,-0.9195081992481746
11736,Geen beslag op twee krokodillen,2016-06-24,2016,De Telegraaf,NEG,-0.6094491188493834
11737,Geen blad voor de mond,2018-09-22,2018,De Telegraaf,NEG,-0.9463872378056477
11738,Geen bloemen maar drugs; Tulpenzaak Heerlen dekmantel,2023-06-03,2023,De Telegraaf,NEG,-0.8262863559360715
11739,"Geen buddy's meer, maar ook geen vijanden",2025-05-31,2025,de Volkskrant,POS,0.22401972053123892
11740,Geen cannabis op beurs,2016-05-25,2016,de Volkskrant,NEG,-0.6443821343843612
11741,Geen celstraf na bioscoopmoorden; Ergün S. volledig ontoerekeningsvatbaar,2020-10-28,2020,De Telegraaf,NEG,-0.7592935052732079
11742,Geen celstraf voor dubbele doodslag bij mislukte drugsdeal,2019-11-28,2019,AD/Algemeen Dagblad,NEG,-0.609577622026066
11743,"Geen compensatie lachgasschade, afvalsector boos",2024-04-17,2024,AD/Algemeen Dagblad,NEG,-0.9583028470965604
11744,Geen coronapas? Dat kost je 400 euro,2022-01-18,2022,de Volkskrant,POS,0.8155896342767129
11745,Geen coulance voor Froome,2018-07-02,2018,AD/Algemeen Dagblad,NEG,-0.7024355495548761
11746,Geen dekking meer na appen achter het stuur,2024-11-23,2024,De Telegraaf,NEG,-0.5234803910858172
11747,"Geen doen, pubers indoctrineren",2019-02-09,2019,AD/Algemeen Dagblad,NEG,-0.8060412742114015
11748,"Geen drank en drugs meer voor Jan Ullrich, zijn nieuwe vriendin kookt 'heel gezond'",2021-09-28,2021,de Volkskrant,NEG,-0.5234296139094815
11749,"Geen drank, geen drugs; Camiel Meiresonne van Son Mieux over tweede album 'The mustard seed'",2021-12-03,2021,De Telegraaf,NEG,-0.6606564746155104
11750,Geen drugs voor toerist,2016-05-02,2016,AD/Algemeen Dagblad,NEU,0.004857422785033174
11751,Geen druiven maar snuiven; Kilo's coke ontdekt,2022-12-21,2022,De Telegraaf,NEG,-0.7097604131260342
11752,Geen dubbelspel bij ’boeventelefoons’,2019-04-29,2019,De Telegraaf,NEG,-0.39835558362990253
11753,Geen eigen plank in de ijskast,2016-04-21,2016,AD/Algemeen Dagblad,POS,0.39726720810033883
11754,Geen enkele partij praat over veiligheid,2021-03-04,2021,De Telegraaf,NEG,-0.5701017962877206
11755,Geen excuses beramen aanslag,2020-10-09,2020,de Volkskrant,NEG,-0.7302303372485188
11756,Geen excuses na vernietigen brief,2015-06-23,2015,AD/Algemeen Dagblad,NEG,-0.7068962844038928
11757,Geen excuses na vernietigen brief,2015-06-23,2015,AD/Algemeen Dagblad,NEG,-0.7135330173271904
11758,Geen extra aanpak parkeerplaatsen,2019-11-08,2019,De Telegraaf,NEG,-0.8797966413663376
11759,Geen extra maatregelen tegen gebruik drug GHB,2019-10-08,2019,De Telegraaf,NEU,0.11022455115860866
11760,Geen familiecontact is zwaarste straf,2016-06-03,2016,de Volkskrant,NEG,-0.8325049237201251
11761,Geen flauw benul van werk gangstervriend; Liefje Dino Soerel en ex Fred Ros ondervraagd,2015-02-18,2015,De Telegraaf,NEG,-0.8739956116028424
11762,Geen fuik gezien? Toch 42.800 in auto gepakt met slok op,2024-01-24,2024,AD/Algemeen Dagblad,NEG,-0.5886415177654066
11763,Geen gebreken,2021-12-01,2021,de Volkskrant,POS,0.7421593387695826
11764,Geen gedamp; Londen,2015-06-24,2015,De Telegraaf,NEU,-0.03892878885866783
11765,Geen geld voor afscheid David Cassidy,2017-11-29,2017,De Telegraaf,NEG,-0.7833821261882802
11766,Geen genade drugsoorlog,2016-08-24,2016,De Telegraaf,NEG,-0.9601696101504372
11767,Geen genade voor Baybasin,2018-04-18,2018,AD/Algemeen Dagblad,NEU,-0.06501946708288112
11768,Geen genade voor drugscriminelen; Indonesië executeert acht terdoodveroordeelden,2015-04-29,2015,De Telegraaf,NEG,-0.7338317699981568
11769,Geen getto maar een culturele schat,2024-07-26,2024,de Volkskrant,NEG,-0.8701821016040522
11770,Geen gewone mensen,2024-05-21,2024,de Volkskrant,NEU,-0.13416241014145971
11771,Geen gezeik,2016-04-21,2016,de Volkskrant,NEG,-0.6011668125531057
11772,Geen gezeik,2022-10-14,2022,de Volkskrant,POS,0.7874809132149954
11773,Geen GHB aangetroffen bij ski-studenten Risoul; 'Wel enorm veel gedronken',2022-04-01,2022,De Telegraaf,NEG,-0.8391104497739134
11774,Geen grip op drugsmiljarden,2019-03-23,2019,AD/Algemeen Dagblad,NEG,-0.8314664006706605
11775,Geen grip op fortuin Mocro-maffia,2020-11-19,2020,De Telegraaf,NEG,-0.6467660632269113
11776,Geen haar beter dan je puber,2017-07-18,2017,AD/Algemeen Dagblad,NEU,-0.1358628185871657
11777,Geen held maar een massamoordenaar,2020-01-08,2020,De Telegraaf,NEG,-0.9491015767984863
11778,Geen herziening zaak Bouterse,2015-01-14,2015,AD/Algemeen Dagblad,NEG,-0.7043243459011693
11779,"Geen huis, maar wél goed geknipt",2024-11-22,2024,de Volkskrant,POS,0.9208857873181389
11780,Geen hulp voor familie verslaafden,2015-02-12,2015,De Telegraaf,NEG,-0.5452156639360476
11781,Geen instantie die bewoners helpt,2015-12-17,2015,AD/Algemeen Dagblad,NEG,-0.9795936087927696
11782,"Geen intiem aanraaktheater dit keer op Amsterdam Fringe Festival, maar nog altijd genoeg experimenten, onbekende namen en bizarre titels â˜…â˜…â˜…â˜…â˜†",2020-09-07,2020,de Volkskrant,POS,0.8512258290982438
11783,"Geen jihad, maar Haagse Markt",2015-12-05,2015,AD/Algemeen Dagblad,NEG,-0.235808958930607
11784,Geen knalverbod,2018-03-29,2018,De Telegraaf,NEG,-0.8322620564142915
11785,Geen knuffels maar kogels,2019-11-09,2019,De Telegraaf,NEG,-0.6201967263079693
11786,Geen lachgas bij aankoop broek,2018-12-13,2018,AD/Algemeen Dagblad,POS,0.4138115229645003
11787,Geen leven,2016-10-26,2016,de Volkskrant,NEU,0.14847510476149864
11788,Geen levenslang geëist na moord; Maikel S. staat terecht voor afslachtingen,2015-10-31,2015,De Telegraaf,NEU,-0.01983623799548802
